index,TW_NO,TW_TIME,TW_TEXT,FAV,RT,PERSON,PERSON_LABEL
613,233148994191253505,2012-08-08 19:33:46,イタリア人時代の写真あります？指名手配の貼り紙っぽい感じに加工して展示したいのですが。文責若林,40,41,若林,1
614,233081424335486976,2012-08-08 15:05:16,もう誰も信じない…僕に展示できるものなんかないし、パネルは絶対に嫌だ！たりないふたり内で順位がつくような事はよくない！そして、若林くんよ！とりあえず重いソリ引いてレースをしてやろうか！人を重量級の馬に例えやがって！文責山里,26,12,山里,0
615,232730355004764162,2012-08-07 15:50:15,やりやがったな！ナタリー！文責山里,39,37,山里,0
616,232546028908335105,2012-08-07 03:37:48,"ありがとうございます！実現出来そうです！文責若林""@shourin617: 絶対行きます！たりふた展！！純粋に見たい！",23,14,若林,1
617,232543928249880576,2012-08-07 03:29:27,"どー、どー、どー。文責若林""@megane0721: あえて、なでしこに触れないのは尖ってる感を醸し出してるのでしょうか。好きです。RT @tarinaifutari: オレ山ちゃんのこと、ばんえい競馬の馬だと思ってました。文責若林""",25,9,若林,1
618,232524655783727105,2012-08-07 02:12:52,オレ山ちゃんのこと、ばんえい競馬の馬だと思ってました。文責若林,37,28,若林,1
619,232522586288967682,2012-08-07 02:04:39,馬ならそれでよかろうが我は人なり…文責山里,27,10,山里,0
620,232521372914561024,2012-08-07 01:59:49,ヤマ！どー、どー、どー、文責若林,41,27,若林,1
621,232520394194706433,2012-08-07 01:55:56,無駄に意味深なつぶやきはやめてください。何より若林くんに裏で誰かと交渉できるほどの社交性はない！文責山里,27,13,山里,0
622,232519708258217985,2012-08-07 01:53:13,あるルートを使ってもう手は回しましたよ。明日わかりますよ。文責若林,29,16,若林,1
623,232518535241400320,2012-08-07 01:48:33,"下が過ぎるんですけれども。文責若林""@minmintaro33: @tarinaifutari 股間からナニ出して皆写真撮るのか""",28,9,若林,1
624,232517446639169536,2012-08-07 01:44:13,大切な決意をそんな事に使うんじゃないよ若林くん！パネルもたりふた展も僕らには不向き過ぎる！大好きな黒ビールを飲みすぎてるのではないですか？一回ウコン入れて冷静になろう。文責山里,24,7,山里,0
625,232516561259335680,2012-08-07 01:40:42,決めた！絶対パネルはふたりの股間をくり抜く！文責若林,46,30,若林,1
626,232516177140793344,2012-08-07 01:39:11,じゃあ、股間くり抜くか？文責若林,48,31,若林,1
627,232516042474274816,2012-08-07 01:38:39,若林くんが文化祭実行委員のイキのいい後輩みたいになってしまってる…どうした若林くん！君はそんな人じゃないだろう？文責山里,27,13,山里,0
628,232500150755528704,2012-08-07 00:35:30,一斉に来た攻撃に呆然としております…そして、全部嫌です！特に顔くり抜いたパネルは絶対に嫌だ！人気の差が出て変な空気になるから…悪い事は言わない、シンプルにライブを仕上げて行こう。文責山里,23,6,山里,0
629,232492082747555840,2012-08-07 00:03:26,山ちゃんの携帯カバーとか、湯豆腐の鍋の中に入ってる昆布帽子とか、顔の部分がくり抜いてあるたりないふたりのパネルとか、山里さんの大学のサークルの時の写真とかを展示します。文責若林,42,25,若林,1
630,232422949926338560,2012-08-06 19:28:44,若林くん、バナナジョークは酔っ払った上司しか使っちゃいけないんだよ！どうしたんだ若林くん！たりふた展とか！なにより、僕に展示できるものが思いつかない！文責山里,24,10,山里,0
631,232413205417299968,2012-08-06 18:50:00,展示するのはバナナのペンケースと山里さんのバナナでいいですか？文責若林,40,34,若林,1
632,232409823252189184,2012-08-06 18:36:34,文字なのに棒読みなあなたの声が聞こえてくる気が…文責山里,22,10,山里,0
633,232409343000186881,2012-08-06 18:34:39,どこも門前払いを受けていますが、ぼくは負けません！たりないふたりファンの方に「たりふた展」を届けるために！文責若林,38,31,若林,1
634,232404043547430912,2012-08-06 18:13:36,少しでもお客さんに喜んでもらいたい気持ちが溢れてきちゃって止められないので、どこかのスペースで「たりふた展」を開催出来ないか交渉中です。文責若林,44,47,若林,1
635,232397853211889664,2012-08-06 17:49:00,んで、たりふた展！？展示できるものなんかあなたのバナナのペンケース位しかないでしょうに！文責山里,23,11,山里,0
636,232396880993210368,2012-08-06 17:45:08,たりふたSUMMER JAM！？いや、勘弁してください…文責山里,22,11,山里,0
637,232377146071470080,2012-08-06 16:26:43,山里さん「たりふた展」を覚えてますか？文責若林,32,19,若林,1
638,232354240641761281,2012-08-06 14:55:42,フェスのタイトルは「たりふたSUMMER JAM」で発注しときました！文責若林,45,45,若林,1
639,232338340387647488,2012-08-06 13:52:31,あれをいくら煮てもいいダシはでません…理由は帽子だから…んで？フェスだって？おい若林くん、背伸びしすぎじゃないかぃ？あれは選ばれた人間だけが楽しむものだよ！文責山里,28,21,山里,0
640,232329570479665153,2012-08-06 13:17:40,今回会場もでかいし、ロックフェスみたいな感じにしましょうか？文責若林,38,28,若林,1
641,232326685729628161,2012-08-06 13:06:12,そういうことなら、山里さんが昨日頭の上にのせていた昆布も裁判にかけますよ。文責若林,35,21,若林,1
642,232284284285755394,2012-08-06 10:17:43,今ふと昨夜の打ち合わせを思い出したが、確かに帽子をかぶる時チラチラこっち見てた気がする…あのなぎら健壱さんみたいな帽子と変なバナナのペンケース…あれはぜひ皆様に見てもらって公開裁判を！文責山里,31,20,山里,0
643,232246905701277697,2012-08-06 07:49:11,帽子より何より打ち合わせの場所におしゃれなカフェを指定してきたところで僕の脳は停止しました…その動揺がばれたのでしょうか、呼び方が…文責山里,30,20,山里,0
644,232196323363926016,2012-08-06 04:28:12,山里との打ち合わせ終了。帽子をいじられるんじゃないかとヒヤヒヤしたぜ！文責若林,57,38,若林,1
645,231989141250920448,2012-08-05 14:44:56,毎日が楽しいです(^^)文責若林,144,109,若林,1
646,231985331946287104,2012-08-05 14:29:47,不思議だ笑顔の顔文字の目が全く笑って見えない…文責山里,46,50,山里,0
647,231961397674790912,2012-08-05 12:54:41,(^-^)/文責若林,133,95,若林,1
648,231961261313781760,2012-08-05 12:54:08,＼(^o^)／文責若林,142,117,若林,1
649,231961037946105856,2012-08-05 12:53:15,(^^)文責若林,131,94,若林,1
650,231411180093186049,2012-08-04 00:28:19,若林くん、あの時の僕の目の泳ぎ方気づかなかったかい？メダルもらってもおかしくない位のスピードで泳いでたよ。文責山里,30,37,山里,0
651,231402121067646977,2012-08-03 23:52:19,そういう山里さんも、不意にビッグネームに話しかけられても自然に話を広げていたじゃないですか。文責若林,28,20,若林,1
652,231326195390750720,2012-08-03 18:50:37,ファラ男さんの見守り中、少し時間が空いたから若林くんとお話しようと向かったら、スタッフさんと共演者の人ときさくっぽくふるまっていて近づけなかった…いや、あれは若林くんなのか？あんなきさくな訳がない…文責山里,34,24,山里,0
653,231298324886589440,2012-08-03 16:59:52,おしゃれサンダルです…文責山里,30,18,山里,0
654,231297907117154304,2012-08-03 16:58:13,ファラオの見守りに来ていた山里さんにお会いしましたが、赤い鼻緒の下駄を履いていました。文責若林,42,30,若林,1
655,230925509578616832,2012-08-02 16:18:26,いじる人を見つける嗅覚がドーベルマンの8倍あるというあの！？肉を一枚焼くのにも時間がかかりすぎそうですね…文責山里 http://t.co/sNf27DSn,29,21,山里,0
656,230899077192232960,2012-08-02 14:33:24,山里さんの携帯のカバーの柄の人と今からロケでバーベキューです。文責若林,37,32,若林,1
657,230896564170784768,2012-08-02 14:23:25,"今回はジョーの頭部が僕のピンマイクになってました。文責若林""@aud0920: @tarinaifutari ジョーさんは、ブブゼラ鳴らして応援したんですか？笑""",25,9,若林,1
658,230894231508635648,2012-08-02 14:14:09,メンバーはJOYとダブルネームのジョーだけですよ。アパレル系の女の人とかいなかったんで見逃してください。文責若林,30,21,若林,1
659,230891930748329984,2012-08-02 14:05:00,"「ぶってる」の一つ覚え。文責若林""@adikaw128: @tarinaifutari それ世間的にはぶってるってやつですよ(笑)""",36,16,若林,1
660,230891094643204096,2012-08-02 14:01:41,たりふた裁判の開廷を要求する！文責山里,21,11,山里,0
661,230889740294053888,2012-08-02 13:56:18,山里さん！昨日、JOYの家で黒ビールを飲みながらサッカーを見ました。文責若林,49,35,若林,1
662,229505340742443008,2012-07-29 18:15:11,寿限無クズver…文責山里RT @killingfield @tarinaifutari Mr.負け犬変態炎上ブナシメジ先輩！ツイートも女々しくて素敵ですぞ！！流石！！,20,14,山里,0
663,229504715967320064,2012-07-29 18:12:42,若林くん！君のフィルターを通した僕の話はフォローでは無く攻撃にしかならないじゃないか！大丈夫か！？文責山里,27,11,山里,0
664,229428417534242816,2012-07-29 13:09:31,よく行く近所の喫茶店の店員さんが山里さんのことをやたら褒めるので、一応山里さんの私生活情報をいれておきました。良いフォローになっていたと思います。文責若林,49,44,若林,1
